,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,casual,registered,cnt,range_times,day_type,weather_situation,season_type,range_times_encoded,range_times_clustered
249,250,2011-01-11,1,0,1,18,0,2,1,3,1,94,95,Evening,Working Day,Rainy or Snowy,Spring,2,2
250,251,2011-01-11,1,0,1,19,0,2,1,3,0,51,51,Night,Working Day,Rainy or Snowy,Spring,4,2
251,252,2011-01-11,1,0,1,20,0,2,1,3,0,32,32,Night,Working Day,Rainy or Snowy,Spring,4,2
252,253,2011-01-11,1,0,1,21,0,2,1,3,0,20,20,Night,Working Day,Rainy or Snowy,Spring,4,2
253,254,2011-01-11,1,0,1,22,0,2,1,3,1,28,29,Night,Working Day,Rainy or Snowy,Spring,4,2
254,255,2011-01-11,1,0,1,23,0,2,1,3,1,18,19,Night,Working Day,Rainy or Snowy,Spring,4,2
255,256,2011-01-12,1,0,1,0,0,3,1,2,0,7,7,Dawn,Working Day,Misty,Spring,1,1
256,257,2011-01-12,1,0,1,1,0,3,1,2,0,6,6,Dawn,Working Day,Misty,Spring,1,1
257,258,2011-01-12,1,0,1,2,0,3,1,1,0,1,1,Dawn,Working Day,Clearly,Spring,1,1
258,259,2011-01-12,1,0,1,5,0,3,1,1,0,5,5,Morning,Working Day,Clearly,Spring,3,2
259,260,2011-01-12,1,0,1,6,0,3,1,1,0,16,16,Morning,Working Day,Clearly,Spring,3,2
260,261,2011-01-12,1,0,1,7,0,3,1,1,0,54,54,Morning,Working Day,Clearly,Spring,3,2
261,262,2011-01-12,1,0,1,8,0,3,1,1,3,125,128,Morning,Working Day,Clearly,Spring,3,2
262,263,2011-01-12,1,0,1,9,0,3,1,1,3,78,81,Morning,Working Day,Clearly,Spring,3,2
263,264,2011-01-12,1,0,1,10,0,3,1,1,0,39,39,Morning,Working Day,Clearly,Spring,3,2
264,265,2011-01-12,1,0,1,11,0,3,1,1,3,32,35,Afternoon,Working Day,Clearly,Spring,0,1
265,266,2011-01-12,1,0,1,12,0,3,1,1,3,52,55,Afternoon,Working Day,Clearly,Spring,0,1
266,267,2011-01-12,1,0,1,13,0,3,1,1,0,49,49,Afternoon,Working Day,Clearly,Spring,0,1
267,268,2011-01-12,1,0,1,14,0,3,1,1,0,44,44,Afternoon,Working Day,Clearly,Spring,0,1
268,269,2011-01-12,1,0,1,15,0,3,1,1,1,48,49,Afternoon,Working Day,Clearly,Spring,0,1
269,270,2011-01-12,1,0,1,16,0,3,1,1,5,63,68,Afternoon,Working Day,Clearly,Spring,0,1
270,271,2011-01-12,1,0,1,17,0,3,1,1,0,139,139,Evening,Working Day,Clearly,Spring,2,2
271,272,2011-01-12,1,0,1,18,0,3,1,1,2,135,137,Evening,Working Day,Clearly,Spring,2,2
272,273,2011-01-12,1,0,1,19,0,3,1,1,1,82,83,Night,Working Day,Clearly,Spring,4,2
273,274,2011-01-12,1,0,1,20,0,3,1,1,2,54,56,Night,Working Day,Clearly,Spring,4,2
274,275,2011-01-12,1,0,1,21,0,3,1,1,0,57,57,Night,Working Day,Clearly,Spring,4,2
275,276,2011-01-12,1,0,1,22,0,3,1,1,1,32,33,Night,Working Day,Clearly,Spring,4,2
276,277,2011-01-12,1,0,1,23,0,3,1,1,1,19,20,Night,Working Day,Clearly,Spring,4,2
277,278,2011-01-13,1,0,1,0,0,4,1,1,1,6,7,Dawn,Working Day,Clearly,Spring,1,1
278,279,2011-01-13,1,0,1,1,0,4,1,1,0,2,2,Dawn,Working Day,Clearly,Spring,1,1
279,280,2011-01-13,1,0,1,2,0,4,1,1,0,2,2,Dawn,Working Day,Clearly,Spring,1,1
280,281,2011-01-13,1,0,1,3,0,4,1,1,0,3,3,Dawn,Working Day,Clearly,Spring,1,1
281,282,2011-01-13,1,0,1,4,0,4,1,1,0,4,4,Morning,Working Day,Clearly,Spring,3,2
282,283,2011-01-13,1,0,1,5,0,4,1,1,0,3,3,Morning,Working Day,Clearly,Spring,3,2
283,284,2011-01-13,1,0,1,6,0,4,1,1,0,28,28,Morning,Working Day,Clearly,Spring,3,2
284,285,2011-01-13,1,0,1,7,0,4,1,1,0,72,72,Morning,Working Day,Clearly,Spring,3,2
285,286,2011-01-13,1,0,1,8,0,4,1,1,5,197,202,Morning,Working Day,Clearly,Spring,3,0
286,287,2011-01-13,1,0,1,9,0,4,1,1,2,137,139,Morning,Working Day,Clearly,Spring,3,2
287,288,2011-01-13,1,0,1,10,0,4,1,2,2,36,38,Morning,Working Day,Misty,Spring,3,2
288,289,2011-01-13,1,0,1,11,0,4,1,2,4,33,37,Afternoon,Working Day,Misty,Spring,0,1
289,290,2011-01-13,1,0,1,12,0,4,1,1,3,49,52,Afternoon,Working Day,Clearly,Spring,0,1
290,291,2011-01-13,1,0,1,13,0,4,1,1,2,81,83,Afternoon,Working Day,Clearly,Spring,0,1
291,292,2011-01-13,1,0,1,14,0,4,1,1,3,39,42,Afternoon,Working Day,Clearly,Spring,0,1
292,293,2011-01-13,1,0,1,15,0,4,1,1,5,55,60,Afternoon,Working Day,Clearly,Spring,0,1
293,294,2011-01-13,1,0,1,16,0,4,1,1,2,76,78,Afternoon,Working Day,Clearly,Spring,0,1
294,295,2011-01-13,1,0,1,17,0,4,1,1,4,158,162,Evening,Working Day,Clearly,Spring,2,2
295,296,2011-01-13,1,0,1,18,0,4,1,1,3,141,144,Evening,Working Day,Clearly,Spring,2,2
296,297,2011-01-13,1,0,1,19,0,4,1,1,1,98,99,Night,Working Day,Clearly,Spring,4,2
297,298,2011-01-13,1,0,1,20,0,4,1,1,0,64,64,Night,Working Day,Clearly,Spring,4,2
298,299,2011-01-13,1,0,1,21,0,4,1,1,0,40,40,Night,Working Day,Clearly,Spring,4,2
299,300,2011-01-13,1,0,1,22,0,4,1,1,0,30,30,Night,Working Day,Clearly,Spring,4,2
300,301,2011-01-13,1,0,1,23,0,4,1,1,1,14,15,Night,Working Day,Clearly,Spring,4,2
301,302,2011-01-14,1,0,1,0,0,5,1,1,0,14,14,Dawn,Working Day,Clearly,Spring,1,1
302,303,2011-01-14,1,0,1,1,0,5,1,1,0,5,5,Dawn,Working Day,Clearly,Spring,1,1
303,304,2011-01-14,1,0,1,2,0,5,1,1,0,1,1,Dawn,Working Day,Clearly,Spring,1,1
304,305,2011-01-14,1,0,1,3,0,5,1,1,0,1,1,Dawn,Working Day,Clearly,Spring,1,1
305,306,2011-01-14,1,0,1,5,0,5,1,1,0,8,8,Morning,Working Day,Clearly,Spring,3,2
306,307,2011-01-14,1,0,1,6,0,5,1,1,0,17,17,Morning,Working Day,Clearly,Spring,3,2
307,308,2011-01-14,1,0,1,7,0,5,1,1,0,70,70,Morning,Working Day,Clearly,Spring,3,2
308,309,2011-01-14,1,0,1,8,0,5,1,1,2,156,158,Morning,Working Day,Clearly,Spring,3,2
309,310,2011-01-14,1,0,1,9,0,5,1,1,0,117,117,Morning,Working Day,Clearly,Spring,3,2
310,311,2011-01-14,1,0,1,10,0,5,1,1,4,40,44,Morning,Working Day,Clearly,Spring,3,2
311,312,2011-01-14,1,0,1,11,0,5,1,1,6,47,53,Afternoon,Working Day,Clearly,Spring,0,1
312,313,2011-01-14,1,0,1,12,0,5,1,1,2,59,61,Afternoon,Working Day,Clearly,Spring,0,1
313,314,2011-01-14,1,0,1,13,0,5,1,1,4,73,77,Afternoon,Working Day,Clearly,Spring,0,1
314,315,2011-01-14,1,0,1,14,0,5,1,1,5,59,64,Afternoon,Working Day,Clearly,Spring,0,1
315,316,2011-01-14,1,0,1,15,0,5,1,1,9,59,68,Afternoon,Working Day,Clearly,Spring,0,1
316,317,2011-01-14,1,0,1,16,0,5,1,1,3,87,90,Afternoon,Working Day,Clearly,Spring,0,1
317,318,2011-01-14,1,0,1,17,0,5,1,1,4,155,159,Evening,Working Day,Clearly,Spring,2,2
318,319,2011-01-14,1,0,1,18,0,5,1,1,5,134,139,Evening,Working Day,Clearly,Spring,2,2
319,320,2011-01-14,1,0,1,19,0,5,1,1,3,89,92,Night,Working Day,Clearly,Spring,4,2
320,321,2011-01-14,1,0,1,20,0,5,1,1,0,68,68,Night,Working Day,Clearly,Spring,4,2
321,322,2011-01-14,1,0,1,21,0,5,1,1,4,48,52,Night,Working Day,Clearly,Spring,4,2
322,323,2011-01-14,1,0,1,22,0,5,1,2,2,34,36,Night,Working Day,Misty,Spring,4,2
323,324,2011-01-14,1,0,1,23,0,5,1,2,1,26,27,Night,Working Day,Misty,Spring,4,2
324,325,2011-01-15,1,0,1,0,0,6,0,1,3,25,28,Dawn,Holiday,Clearly,Spring,1,1
325,326,2011-01-15,1,0,1,1,0,6,0,2,2,18,20,Dawn,Holiday,Misty,Spring,1,1
326,327,2011-01-15,1,0,1,2,0,6,0,2,0,12,12,Dawn,Holiday,Misty,Spring,1,1
327,328,2011-01-15,1,0,1,3,0,6,0,2,1,7,8,Dawn,Holiday,Misty,Spring,1,1
328,329,2011-01-15,1,0,1,4,0,6,0,2,0,5,5,Morning,Holiday,Misty,Spring,3,2
329,330,2011-01-15,1,0,1,5,0,6,0,1,0,1,1,Morning,Holiday,Clearly,Spring,3,2
330,331,2011-01-15,1,0,1,6,0,6,0,1,1,2,3,Morning,Holiday,Clearly,Spring,3,2
331,332,2011-01-15,1,0,1,7,0,6,0,1,1,9,10,Morning,Holiday,Clearly,Spring,3,2
332,333,2011-01-15,1,0,1,8,0,6,0,1,1,22,23,Morning,Holiday,Clearly,Spring,3,2
333,334,2011-01-15,1,0,1,9,0,6,0,1,2,31,33,Morning,Holiday,Clearly,Spring,3,2
334,335,2011-01-15,1,0,1,10,0,6,0,1,2,57,59,Morning,Holiday,Clearly,Spring,3,2
335,336,2011-01-15,1,0,1,11,0,6,0,1,18,54,72,Afternoon,Holiday,Clearly,Spring,0,1
336,337,2011-01-15,1,0,1,12,0,6,0,1,15,74,89,Afternoon,Holiday,Clearly,Spring,0,1
337,338,2011-01-15,1,0,1,13,0,6,0,1,21,80,101,Afternoon,Holiday,Clearly,Spring,0,1
338,339,2011-01-15,1,0,1,14,0,6,0,1,26,92,118,Afternoon,Holiday,Clearly,Spring,0,1
339,340,2011-01-15,1,0,1,15,0,6,0,2,21,108,129,Afternoon,Holiday,Misty,Spring,0,1
340,341,2011-01-15,1,0,1,16,0,6,0,2,33,95,128,Afternoon,Holiday,Misty,Spring,0,1
341,342,2011-01-15,1,0,1,17,0,6,0,2,29,54,83,Evening,Holiday,Misty,Spring,2,2
342,343,2011-01-15,1,0,1,18,0,6,0,2,15,69,84,Evening,Holiday,Misty,Spring,2,2
343,344,2011-01-15,1,0,1,19,0,6,0,2,14,60,74,Night,Holiday,Misty,Spring,4,2
344,345,2011-01-15,1,0,1,20,0,6,0,2,6,35,41,Night,Holiday,Misty,Spring,4,2
345,346,2011-01-15,1,0,1,21,0,6,0,2,6,51,57,Night,Holiday,Misty,Spring,4,2
346,347,2011-01-15,1,0,1,22,0,6,0,2,0,26,26,Night,Holiday,Misty,Spring,4,2
347,348,2011-01-15,1,0,1,23,0,6,0,1,5,39,44,Night,Holiday,Clearly,Spring,4,2
348,349,2011-01-16,1,0,1,0,0,0,0,1,6,33,39,Dawn,Holiday,Clearly,Spring,1,1
349,350,2011-01-16,1,0,1,1,0,0,0,1,4,19,23,Dawn,Holiday,Clearly,Spring,1,1
350,351,2011-01-16,1,0,1,2,0,0,0,1,3,13,16,Dawn,Holiday,Clearly,Spring,1,1
351,352,2011-01-16,1,0,1,3,0,0,0,1,9,6,15,Dawn,Holiday,Clearly,Spring,1,1
352,353,2011-01-16,1,0,1,4,0,0,0,1,0,1,1,Morning,Holiday,Clearly,Spring,3,2
353,354,2011-01-16,1,0,1,5,0,0,0,2,1,1,2,Morning,Holiday,Misty,Spring,3,2
354,355,2011-01-16,1,0,1,6,0,0,0,2,0,1,1,Morning,Holiday,Misty,Spring,3,2
355,356,2011-01-16,1,0,1,7,0,0,0,2,0,3,3,Morning,Holiday,Misty,Spring,3,2
356,357,2011-01-16,1,0,1,8,0,0,0,1,0,18,18,Morning,Holiday,Clearly,Spring,3,2
357,358,2011-01-16,1,0,1,9,0,0,0,1,3,29,32,Morning,Holiday,Clearly,Spring,3,2
358,359,2011-01-16,1,0,1,10,0,0,0,1,8,71,79,Morning,Holiday,Clearly,Spring,3,2
359,360,2011-01-16,1,0,1,11,0,0,0,1,23,70,93,Afternoon,Holiday,Clearly,Spring,0,1
360,361,2011-01-16,1,0,1,12,0,0,0,1,29,75,104,Afternoon,Holiday,Clearly,Spring,0,1
361,362,2011-01-16,1,0,1,13,0,0,0,1,23,95,118,Afternoon,Holiday,Clearly,Spring,0,1
362,363,2011-01-16,1,0,1,14,0,0,0,1,22,69,91,Afternoon,Holiday,Clearly,Spring,0,1
363,364,2011-01-16,1,0,1,15,0,0,0,1,35,78,113,Afternoon,Holiday,Clearly,Spring,0,1
364,365,2011-01-16,1,0,1,16,0,0,0,1,22,77,99,Afternoon,Holiday,Clearly,Spring,0,1
365,366,2011-01-16,1,0,1,17,0,0,0,1,23,82,105,Evening,Holiday,Clearly,Spring,2,2
366,367,2011-01-16,1,0,1,18,0,0,0,1,11,56,67,Evening,Holiday,Clearly,Spring,2,2
367,368,2011-01-16,1,0,1,19,0,0,0,1,14,47,61,Night,Holiday,Clearly,Spring,4,2
368,369,2011-01-16,1,0,1,20,0,0,0,1,7,50,57,Night,Holiday,Clearly,Spring,4,2
369,370,2011-01-16,1,0,1,21,0,0,0,1,6,22,28,Night,Holiday,Clearly,Spring,4,2
370,371,2011-01-16,1,0,1,22,0,0,0,2,2,19,21,Night,Holiday,Misty,Spring,4,2
371,372,2011-01-16,1,0,1,23,0,0,0,2,0,18,18,Night,Holiday,Misty,Spring,4,2
372,373,2011-01-17,1,0,1,0,1,1,0,2,1,16,17,Dawn,Working Day,Misty,Spring,1,1
373,374,2011-01-17,1,0,1,1,1,1,0,2,1,15,16,Dawn,Working Day,Misty,Spring,1,1
374,375,2011-01-17,1,0,1,2,1,1,0,2,0,8,8,Dawn,Working Day,Misty,Spring,1,1
375,376,2011-01-17,1,0,1,3,1,1,0,2,0,2,2,Dawn,Working Day,Misty,Spring,1,1
376,377,2011-01-17,1,0,1,4,1,1,0,2,1,2,3,Morning,Working Day,Misty,Spring,3,2
377,378,2011-01-17,1,0,1,5,1,1,0,2,0,1,1,Morning,Working Day,Misty,Spring,3,2
378,379,2011-01-17,1,0,1,6,1,1,0,2,0,5,5,Morning,Working Day,Misty,Spring,3,2
379,380,2011-01-17,1,0,1,7,1,1,0,2,4,9,13,Morning,Working Day,Misty,Spring,3,2
380,381,2011-01-17,1,0,1,8,1,1,0,2,3,30,33,Morning,Working Day,Misty,Spring,3,2
381,382,2011-01-17,1,0,1,9,1,1,0,2,8,39,47,Morning,Working Day,Misty,Spring,3,2
382,383,2011-01-17,1,0,1,10,1,1,0,2,7,50,57,Morning,Working Day,Misty,Spring,3,2
383,384,2011-01-17,1,0,1,11,1,1,0,2,9,55,64,Afternoon,Working Day,Misty,Spring,0,1
384,385,2011-01-17,1,0,1,12,1,1,0,2,10,70,80,Afternoon,Working Day,Misty,Spring,0,1
385,386,2011-01-17,1,0,1,13,1,1,0,2,13,80,93,Afternoon,Working Day,Misty,Spring,0,1
386,387,2011-01-17,1,0,1,14,1,1,0,2,12,74,86,Afternoon,Working Day,Misty,Spring,0,1
387,388,2011-01-17,1,0,1,15,1,1,0,2,21,72,93,Afternoon,Working Day,Misty,Spring,0,1
388,389,2011-01-17,1,0,1,16,1,1,0,2,6,76,82,Afternoon,Working Day,Misty,Spring,0,1
389,390,2011-01-17,1,0,1,17,1,1,0,1,4,67,71,Evening,Working Day,Clearly,Spring,2,2
390,391,2011-01-17,1,0,1,18,1,1,0,2,7,85,92,Evening,Working Day,Misty,Spring,2,2
391,392,2011-01-17,1,0,1,19,1,1,0,3,2,58,60,Night,Working Day,Rainy or Snowy,Spring,4,2
392,393,2011-01-17,1,0,1,20,1,1,0,3,4,29,33,Night,Working Day,Rainy or Snowy,Spring,4,2
393,394,2011-01-17,1,0,1,21,1,1,0,3,3,24,27,Night,Working Day,Rainy or Snowy,Spring,4,2
394,395,2011-01-17,1,0,1,22,1,1,0,3,0,13,13,Night,Working Day,Rainy or Snowy,Spring,4,2
395,396,2011-01-17,1,0,1,23,1,1,0,3,1,3,4,Night,Working Day,Rainy or Snowy,Spring,4,2
396,397,2011-01-18,1,0,1,12,0,2,1,2,0,3,3,Afternoon,Working Day,Misty,Spring,0,1
397,398,2011-01-18,1,0,1,13,0,2,1,2,0,22,22,Afternoon,Working Day,Misty,Spring,0,1
398,399,2011-01-18,1,0,1,14,0,2,1,2,2,26,28,Afternoon,Working Day,Misty,Spring,0,1
399,400,2011-01-18,1,0,1,15,0,2,1,2,3,32,35,Afternoon,Working Day,Misty,Spring,0,1
400,401,2011-01-18,1,0,1,16,0,2,1,2,0,61,61,Afternoon,Working Day,Misty,Spring,0,1
401,402,2011-01-18,1,0,1,17,0,2,1,2,1,124,125,Evening,Working Day,Misty,Spring,2,2
402,403,2011-01-18,1,0,1,18,0,2,1,2,1,132,133,Evening,Working Day,Misty,Spring,2,2
403,404,2011-01-18,1,0,1,19,0,2,1,2,1,98,99,Night,Working Day,Misty,Spring,4,2
404,405,2011-01-18,1,0,1,20,0,2,1,2,0,83,83,Night,Working Day,Misty,Spring,4,2
405,406,2011-01-18,1,0,1,21,0,2,1,2,0,41,41,Night,Working Day,Misty,Spring,4,2
406,407,2011-01-18,1,0,1,22,0,2,1,2,0,33,33,Night,Working Day,Misty,Spring,4,2
407,408,2011-01-18,1,0,1,23,0,2,1,2,1,19,20,Night,Working Day,Misty,Spring,4,2
408,409,2011-01-19,1,0,1,0,0,3,1,2,0,3,3,Dawn,Working Day,Misty,Spring,1,1
409,410,2011-01-19,1,0,1,1,0,3,1,3,1,6,7,Dawn,Working Day,Rainy or Snowy,Spring,1,1
410,411,2011-01-19,1,0,1,2,0,3,1,3,0,3,3,Dawn,Working Day,Rainy or Snowy,Spring,1,1
411,412,2011-01-19,1,0,1,4,0,3,1,3,1,1,2,Morning,Working Day,Rainy or Snowy,Spring,3,2
412,413,2011-01-19,1,0,1,5,0,3,1,2,0,7,7,Morning,Working Day,Misty,Spring,3,2
413,414,2011-01-19,1,0,1,6,0,3,1,2,0,32,32,Morning,Working Day,Misty,Spring,3,2
414,415,2011-01-19,1,0,1,7,0,3,1,2,1,89,90,Morning,Working Day,Misty,Spring,3,2
415,416,2011-01-19,1,0,1,8,0,3,1,2,1,196,197,Morning,Working Day,Misty,Spring,3,2
416,417,2011-01-19,1,0,1,9,0,3,1,2,2,107,109,Morning,Working Day,Misty,Spring,3,2
417,418,2011-01-19,1,0,1,10,0,3,1,2,1,46,47,Morning,Working Day,Misty,Spring,3,2
418,419,2011-01-19,1,0,1,11,0,3,1,2,5,47,52,Afternoon,Working Day,Misty,Spring,0,1
419,420,2011-01-19,1,0,1,12,0,3,1,2,5,65,70,Afternoon,Working Day,Misty,Spring,0,1
420,421,2011-01-19,1,0,1,13,0,3,1,1,11,67,78,Afternoon,Working Day,Clearly,Spring,0,1
421,422,2011-01-19,1,0,1,14,0,3,1,1,7,68,75,Afternoon,Working Day,Clearly,Spring,0,1
422,423,2011-01-19,1,0,1,15,0,3,1,1,4,78,82,Afternoon,Working Day,Clearly,Spring,0,1
423,424,2011-01-19,1,0,1,16,0,3,1,1,10,94,104,Afternoon,Working Day,Clearly,Spring,0,1
424,425,2011-01-19,1,0,1,17,0,3,1,1,7,190,197,Evening,Working Day,Clearly,Spring,2,2
425,426,2011-01-19,1,0,1,18,0,3,1,1,5,156,161,Evening,Working Day,Clearly,Spring,2,2
426,427,2011-01-19,1,0,1,19,0,3,1,1,4,108,112,Night,Working Day,Clearly,Spring,4,2
427,428,2011-01-19,1,0,1,20,0,3,1,1,2,74,76,Night,Working Day,Clearly,Spring,4,2
428,429,2011-01-19,1,0,1,21,0,3,1,1,4,55,59,Night,Working Day,Clearly,Spring,4,2
429,430,2011-01-19,1,0,1,22,0,3,1,1,6,53,59,Night,Working Day,Clearly,Spring,4,2
430,431,2011-01-19,1,0,1,23,0,3,1,1,1,27,28,Night,Working Day,Clearly,Spring,4,2
431,432,2011-01-20,1,0,1,0,0,4,1,1,5,8,13,Dawn,Working Day,Clearly,Spring,1,1
432,433,2011-01-20,1,0,1,1,0,4,1,1,2,3,5,Dawn,Working Day,Clearly,Spring,1,1
433,434,2011-01-20,1,0,1,2,0,4,1,1,0,2,2,Dawn,Working Day,Clearly,Spring,1,1
434,435,2011-01-20,1,0,1,3,0,4,1,1,0,1,1,Dawn,Working Day,Clearly,Spring,1,1
435,436,2011-01-20,1,0,1,4,0,4,1,1,0,1,1,Morning,Working Day,Clearly,Spring,3,2
436,437,2011-01-20,1,0,1,5,0,4,1,1,0,6,6,Morning,Working Day,Clearly,Spring,3,2
437,438,2011-01-20,1,0,1,6,0,4,1,1,0,35,35,Morning,Working Day,Clearly,Spring,3,2
438,439,2011-01-20,1,0,1,7,0,4,1,1,1,100,101,Morning,Working Day,Clearly,Spring,3,2
439,440,2011-01-20,1,0,1,8,0,4,1,1,2,247,249,Morning,Working Day,Clearly,Spring,3,0
440,441,2011-01-20,1,0,1,9,0,4,1,2,3,140,143,Morning,Working Day,Misty,Spring,3,2
441,442,2011-01-20,1,0,1,10,0,4,1,1,1,56,57,Morning,Working Day,Clearly,Spring,3,2
442,443,2011-01-20,1,0,1,11,0,4,1,2,5,63,68,Afternoon,Working Day,Misty,Spring,0,1
443,444,2011-01-20,1,0,1,12,0,4,1,2,7,77,84,Afternoon,Working Day,Misty,Spring,0,1
444,445,2011-01-20,1,0,1,13,0,4,1,2,12,86,98,Afternoon,Working Day,Misty,Spring,0,1
445,446,2011-01-20,1,0,1,14,0,4,1,2,6,75,81,Afternoon,Working Day,Misty,Spring,0,1
446,447,2011-01-20,1,0,1,15,0,4,1,2,8,62,70,Afternoon,Working Day,Misty,Spring,0,1
447,448,2011-01-20,1,0,1,16,0,4,1,2,8,83,91,Afternoon,Working Day,Misty,Spring,0,1
448,449,2011-01-20,1,0,1,17,0,4,1,2,8,207,215,Evening,Working Day,Misty,Spring,2,0
449,450,2011-01-20,1,0,1,18,0,4,1,2,1,184,185,Evening,Working Day,Misty,Spring,2,2
450,451,2011-01-20,1,0,1,19,0,4,1,1,6,146,152,Night,Working Day,Clearly,Spring,4,2
451,452,2011-01-20,1,0,1,20,0,4,1,2,2,124,126,Night,Working Day,Misty,Spring,4,2
452,453,2011-01-20,1,0,1,21,0,4,1,2,3,54,57,Night,Working Day,Misty,Spring,4,2
453,454,2011-01-20,1,0,1,22,0,4,1,2,0,56,56,Night,Working Day,Misty,Spring,4,2
454,455,2011-01-20,1,0,1,23,0,4,1,2,3,28,31,Night,Working Day,Misty,Spring,4,2
455,456,2011-01-21,1,0,1,0,0,5,1,2,1,20,21,Dawn,Working Day,Misty,Spring,1,1
456,457,2011-01-21,1,0,1,1,0,5,1,2,0,6,6,Dawn,Working Day,Misty,Spring,1,1
457,458,2011-01-21,1,0,1,2,0,5,1,3,0,2,2,Dawn,Working Day,Rainy or Snowy,Spring,1,1
458,459,2011-01-21,1,0,1,3,0,5,1,3,0,1,1,Dawn,Working Day,Rainy or Snowy,Spring,1,1
459,460,2011-01-21,1,0,1,4,0,5,1,2,0,1,1,Morning,Working Day,Misty,Spring,3,2
460,461,2011-01-21,1,0,1,5,0,5,1,1,1,4,5,Morning,Working Day,Clearly,Spring,3,2
461,462,2011-01-21,1,0,1,6,0,5,1,1,0,27,27,Morning,Working Day,Clearly,Spring,3,2
462,463,2011-01-21,1,0,1,7,0,5,1,1,2,66,68,Morning,Working Day,Clearly,Spring,3,2
463,464,2011-01-21,1,0,1,8,0,5,1,1,7,210,217,Morning,Working Day,Clearly,Spring,3,0
464,465,2011-01-21,1,0,1,9,0,5,1,1,7,159,166,Morning,Working Day,Clearly,Spring,3,2
465,466,2011-01-21,1,0,1,10,0,5,1,1,6,57,63,Morning,Working Day,Clearly,Spring,3,2
466,467,2011-01-21,1,0,1,11,0,5,1,1,6,53,59,Afternoon,Working Day,Clearly,Spring,0,1
467,468,2011-01-21,1,0,1,12,0,5,1,1,11,67,78,Afternoon,Working Day,Clearly,Spring,0,1
468,469,2011-01-21,1,0,1,13,0,5,1,1,8,65,73,Afternoon,Working Day,Clearly,Spring,0,1
469,470,2011-01-21,1,0,1,14,0,5,1,1,6,56,62,Afternoon,Working Day,Clearly,Spring,0,1
470,471,2011-01-21,1,0,1,15,0,5,1,1,4,61,65,Afternoon,Working Day,Clearly,Spring,0,1
471,472,2011-01-21,1,0,1,16,0,5,1,1,0,97,97,Afternoon,Working Day,Clearly,Spring,0,1
472,473,2011-01-21,1,0,1,17,0,5,1,1,10,151,161,Evening,Working Day,Clearly,Spring,2,2
473,474,2011-01-21,1,0,1,18,0,5,1,1,1,119,120,Evening,Working Day,Clearly,Spring,2,2
474,475,2011-01-21,1,0,1,19,0,5,1,1,3,93,96,Night,Working Day,Clearly,Spring,4,2
475,476,2011-01-21,1,0,1,20,0,5,1,1,1,52,53,Night,Working Day,Clearly,Spring,4,2
476,477,2011-01-21,1,0,1,21,0,5,1,1,0,41,41,Night,Working Day,Clearly,Spring,4,2
477,478,2011-01-21,1,0,1,22,0,5,1,1,1,33,34,Night,Working Day,Clearly,Spring,4,2
478,479,2011-01-21,1,0,1,23,0,5,1,1,0,27,27,Night,Working Day,Clearly,Spring,4,2
479,480,2011-01-22,1,0,1,0,0,6,0,1,0,13,13,Dawn,Holiday,Clearly,Spring,1,1
480,481,2011-01-22,1,0,1,1,0,6,0,2,3,9,12,Dawn,Holiday,Misty,Spring,1,1
481,482,2011-01-22,1,0,1,2,0,6,0,2,0,11,11,Dawn,Holiday,Misty,Spring,1,1
482,483,2011-01-22,1,0,1,3,0,6,0,2,1,6,7,Dawn,Holiday,Misty,Spring,1,1
483,484,2011-01-22,1,0,1,4,0,6,0,2,0,3,3,Morning,Holiday,Misty,Spring,3,2
484,485,2011-01-22,1,0,1,6,0,6,0,2,0,2,2,Morning,Holiday,Misty,Spring,3,2
485,486,2011-01-22,1,0,1,7,0,6,0,1,0,8,8,Morning,Holiday,Clearly,Spring,3,2
486,487,2011-01-22,1,0,1,8,0,6,0,1,1,26,27,Morning,Holiday,Clearly,Spring,3,2
487,488,2011-01-22,1,0,1,9,0,6,0,1,3,37,40,Morning,Holiday,Clearly,Spring,3,2
488,489,2011-01-22,1,0,1,10,0,6,0,2,3,50,53,Morning,Holiday,Misty,Spring,3,2
489,490,2011-01-22,1,0,1,11,0,6,0,2,4,59,63,Afternoon,Holiday,Misty,Spring,0,1
490,491,2011-01-22,1,0,1,12,0,6,0,2,10,60,70,Afternoon,Holiday,Misty,Spring,0,1
491,492,2011-01-22,1,0,1,13,0,6,0,1,12,72,84,Afternoon,Holiday,Clearly,Spring,0,1
492,493,2011-01-22,1,0,1,14,0,6,0,1,11,64,75,Afternoon,Holiday,Clearly,Spring,0,1
493,494,2011-01-22,1,0,1,15,0,6,0,1,10,93,103,Afternoon,Holiday,Clearly,Spring,0,1
494,495,2011-01-22,1,0,1,16,0,6,0,1,11,72,83,Afternoon,Holiday,Clearly,Spring,0,1
495,496,2011-01-22,1,0,1,17,0,6,0,1,8,59,67,Evening,Holiday,Clearly,Spring,2,2
496,497,2011-01-22,1,0,1,18,0,6,0,1,0,54,54,Evening,Holiday,Clearly,Spring,2,2
497,498,2011-01-22,1,0,1,19,0,6,0,1,6,53,59,Night,Holiday,Clearly,Spring,4,2
498,499,2011-01-22,1,0,1,20,0,6,0,1,1,44,45,Night,Holiday,Clearly,Spring,4,2
499,500,2011-01-22,1,0,1,21,0,6,0,1,0,39,39,Night,Holiday,Clearly,Spring,4,2
